"ID HISTÓRICO (itep)","Cód. IBGE/Apac","MUNICÍPIO","ESTAÇÃO","LAT","LON","ALT","LOCAL","TIPO PCD","TIPO","TIPO COLETA","OPERAÇÃO","BACIA HIDROGRÁFICA","MICRORREGIÃO","HOMOGENIA","MESORREGIÃO","DATA INSTALAÇÃO","DATA DESINSTALAÇÃO","GOOGLE"
"518","261090504V","Pesqueira","Pesqueira (Fazenda Curral Velho)","-8.277","-36.777","760.4","Pesqueira (Fazenda Curral Velho)","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"1895","261090501H","Pesqueira","Pão de açucar","-8.274","-36.702","736.0","Pão de açucar","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"TPLU088","261090501A","Pesqueira","Pesqueira (Salobro)","-8.610","-36.700","0.0","Casa do Responsavel pelo Sindicato","Meteorologica","Pluviometrica","Automática","APAC","IPOJUCA","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"2156","261090501C","PESQUEIRA","PESQUEIRA [C]","-8.396","-36.658","0.0","PESQUEIRA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"49","261100201V","Petrolândia","Petrolândia","-8.974","-38.216","320.4","Petrolândia","Meteorologica","Pluviometrica","Convencional","APAC","GI-3","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"318","261100202V","Petrolândia","Petrolândia (Soares)","-8.883","-38.217","412.0","Petrolândia (Soares)","Meteorologica","Pluviometrica","Convencional","APAC","GI-3","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"321","261100203V","Petrolândia","Petrolândia (Vila de Volta)","-8.974","-38.377","315.6","Petrolândia (Vila de Volta)","Meteorologica","Pluviometrica","Convencional","APAC","GI-3","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"399","261100204V","Petrolândia","Petrolândia (Icó)","-8.867","-38.467","302.0","Petrolândia (Icó)","Meteorologica","Pluviometrica","Convencional","APAC","GI-3","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"420","261100205V","Petrolândia","Petrolândia","-8.974","-38.216","320.4","Petrolândia","Meteorologica","Pluviometrica","Convencional","APAC","GI-3","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"2190","261100201U","PETROLÂNDIA","PETROLANDIA [U]","-8.888","-38.217","0.0","PETROLÂNDIA","Agrometeorologica","Pluviometrica","Automática","CEMADEN","0","Sertão de Itaparica","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"4","261110101V","Petrolina","Petrolina","-9.399","-40.517","369.9","Petrolina","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"61","261110102V","Petrolina","Petrolina (INMET)","-9.383","-40.500","381.9","Petrolina (INMET)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"160","261110103V","Petrolina","Petrolina (Uruais)","-8.940","-40.574","399.0","Petrolina (Uruais)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"161","261110104V","Petrolina","Petrolina (Rajada)","-8.812","-40.830","432.6","Petrolina (Rajada)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"165","261110105V","Petrolina","Petrolina (Pau Ferro)","-8.950","-40.733","417.0","Petrolina (Pau Ferro)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"171","261110106V","Petrolina","Petrolina (Cristália)","-8.819","-40.364","407.0","Petrolina (Cristália)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"229","261110107V","Petrolina","Petrolina (Fazenda Bom Sossego)","-9.397","-40.726","382.8","Petrolina (Fazenda Bom Sossego)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"239","261110101M","Petrolina","Petrolina - PCD","-9.339","-40.689","420.0","Petrolina - PCD","Meteorologica","Pluviometrica","Automática","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"240","261110101V","Petrolina","Petrolina (Sítio Carretão)","-8.706","-40.415","466.9","Petrolina (Sítio Carretão)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"249","261110102V","Petrolina","Petrolina (Lagoa da Serra)","-9.195","-40.411","404.1","Petrolina (Lagoa da Serra)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"313","261110103V","Petrolina","Petrolina (Bebedouro)","-9.083","-40.333","378.0","Petrolina (Bebedouro)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"345","261110104V","Petrolina","Petrolina","-9.393","-40.499","383.2","Petrolina","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"390","261110105V","Petrolina","Petrolina (Pau do Arco)","-9.233","-40.400","396.1","Petrolina (Pau do Arco)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"477","261110106V","Petrolina","Petrolina (Buenos Aires)","-8.817","-40.667","431.1","Petrolina (Buenos Aires)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"509","261110107V","Petrolina","Petrolina (Icó)","-9.100","-40.583","402.9","Petrolina (Icó)","Meteorologica","Pluviometrica","Convencional","APAC","Pontal","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"538","261110101M","Petrolina","Petrolina (Bebedouro) - PCD","-9.150","-40.367","373.0","Petrolina (Bebedouro) - PCD","Meteorologica","Pluviometrica","Automática","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"539","261110101M","Petrolina","Petrolina (Timbaúba) - PCD","-9.217","-40.483","396.0","Petrolina (Timbaúba) - PCD","Meteorologica","Pluviometrica","Automática","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"554","261110101V","Petrolina","Petrolina (Vale das Uvas)","-9.300","-40.370","376.0","Petrolina (Vale das Uvas)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"556","261110102V","Petrolina","Petrolina (UNIVASF)","-9.324","-40.560","389.8","Petrolina (UNIVASF)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"592","261110103V","Petrolina","Petrolina (IPA)","-9.399","-40.517","369.9","Petrolina (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"1931","261110107A","Petrolina","Petrolina","-9.150","-40.370","373.0","Petrolina","Meteorologica","Pluviometrica","Automática","INPE","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"1976","261110108A","Petrolina","Petrolina (INMET)","-9.383","-40.483","384.4","Petrolina - INMET","Meteorologica","Pluviometrica","Automática","INMET","GI-8","Sertão do São Francisco","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"TPLU239","261110105A","Petrolina","Petrolina (Rajada)","-8.814","-40.831","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PONTAL","Sertão do São Francisco","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"TPLU240","261110106A","Petrolina","Petrolina (Uruás)","-8.943","-40.574","0.0","Estação de Tratamento de Uruais","Meteorologica","Pluviometrica","Automática","APAC","PONTAL","Sertão do São Francisco","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2157","261110103C","PETROLINA","PETROLINA 3 [C]","-9.006","-40.294","0.0","PETROLINA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do São Francisco","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2158","261110101C","PETROLINA","PETROLINA [C]","-9.398","-40.534","0.0","PETROLINA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do São Francisco","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2159","261110102C","PETROLINA","PETROLINA 2 [C]","-9.131","-40.301","0.0","PETROLINA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do São Francisco","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"76","261120001V","Poção","Poção","-8.184","-36.705","1019.9","Poção","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"221","261120002V","Poção","Pesqueira (Lagoa do Felix)","-8.211","-36.607","751.0","Pesqueira (Lagoa do Felix)","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"335","261120003V","Poção","Poção","-8.188","-36.704","991.5","Poção","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"506","261120001H","Poção","Pesqueira - PCD (Pão de Açucar)","-8.267","-36.700","758.8","Pesqueira - PCD (Pão de Açucar)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"2111","261120001A","Poção","Poção (Centro)","-8.185","-36.707","1037.2","Poção","Meteorologica","Pluviometrica","Automática","CEMADEN","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"TPLU089","261120002A","Poção","Poção","-8.186","-36.708","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","IPOJUCA","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"127","261130901V","Pombos","Pombos","-8.139","-35.396","188.8","Pombos","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"542","261130901M","Pombos","Pombos - PCD","-8.147","-35.408","224.6","Pombos - PCD","Meteorologica","Pluviometrica","Automática","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"1962","261130901H","Pombos","Chã Grande (Engenho Tabocas)","-8.281","-35.365","274.3","Engenho Tabocas","Hidrologica - Rios","Fluviometrica","Automática","ANA","Ipojuca","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU067","261130902A","Pombos","Pombos","-8.181","-35.394","0.0","ETA - Compesa (Boca da Mata)","Meteorologica","Pluviometrica","Automática","APAC","CAPIBARIBE","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"108","261140801V","Primavera","Primavera","-8.348","-35.347","129.0","Primavera","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"448","261140802V","Primavera","Primavera (Eng. Tabocas)","-8.300","-35.367","289.9","Primavera (Eng. Tabocas)","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2088","261140801A","Primavera","Primavera (Centro)","-8.331","-35.352","133.7","PRIMAVERA","Meteorologica","Pluviometrica","Automática","CEMADEN","Ipojuca","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU068","261140802A","Primavera","Primavera","-8.328","-35.350","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","IPOJUCA","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"200","261150701V","Quipapá","Quipapá","-8.828","-36.013","457.0","Quipapá","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"403","261150702V","Quipapá","Quipapá","-8.833","-36.050","472.8","Quipapá","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"525","261150703V","Quipapá","Quipapá","-8.827","-36.012","455.4","Quipapá","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2089","261150701A","Quipapá","Quipapá (Centro)","-8.830","-36.013","462.0","QUIPAPÁ","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2090","261150702A","Quipapá","Quipapá (Vila Nova)","-8.844","-36.115","537.0","QUIPAPÁ","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2091","261150703A","Quipapá","Quipapá (Cruzeiro do Congo)","-8.804","-36.093","690.8","QUIPAPÁ","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU069","261150704A","Quipapá","Quipapá","-8.824","-36.007","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","UNA","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"238","261153301V","Quixaba","Quixaba","-7.741","-37.859","544.8","Quixaba","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"TPLU220","261153301A","Quixaba","Quixaba","-7.718","-37.849","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"30","261160601V","Recife","Recife (Várzea)","-8.050","-34.917","9.9","Recife (Várzea)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"196","261160602V","Recife","Recife (Codecipe / Santo Amaro)","-8.044","-34.875","6.2","Recife (Codecipe / Santo Amaro)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"263","261160603V","Recife","Recife (IPA)","-8.064","-34.924","7.3","Recife (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"265","261160604V","Recife","Recife (Alto da Brasileira)","-8.001","-34.935","90.0","Recife (Alto da Brasileira)","Meteorologica","Pluviometrica","Convencional","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"307","261160605V","Recife","Recife (Caxangá)","-8.033","-34.883","10.1","Recife (Caxangá)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"344","261160606V","Recife","Recife (Lamepe/Itep)","-8.059","-34.952","16.1","Recife (Lamepe/Itep)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"378","261160607V","Recife","Recife (Santo Amaro)","-8.050","-34.884","8.9","Recife (Santo Amaro)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"381","261160608V","Recife","Recife (Ibura)","-8.117","-34.933","7.9","Recife (Ibura)","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"480","261160601M","Recife","Recife - PCD","-8.064","-34.925","8.2","Recife - PCD","Meteorologica","Pluviometrica","Automática","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1977","261160624A","Recife","Recife (INMET)","-8.050","-34.950","11.0","Recife - INMET","Meteorologica","Pluviometrica","Automática","INMET","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1989","261160625A","Recife","Recife (Boa Vista)","-8.051","-34.890","13.9","Corpo de Bombeiros","Meteorologica","Pluviometrica","Automática","ANA_APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1990","261160626A","Recife","Recife (Bongi)","-8.064","-34.924","8.3","IPA","Meteorologica","Pluviometrica","Automática","ANA_APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1991","261160627A","Recife","Recife (Macaxeira)","-8.010","-34.939","22.7","COMPESA","Meteorologica","Pluviometrica","Automática","ANA_APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1993","261160628A","Recife","Recife (Caçote)","-8.099","-34.925","16.7","COMPESA","Meteorologica","Pluviometrica","Automática","ANA_APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
